id,screen_name,created_at,text
1657747275077099520,,,😁 @ChelseaClinton 👥🫀💋😊 https://t.co/TqrDSeKoGc
1657747413321359360,,,How many times have i watched the #RedRubyDaSleezeVideo ? Yes
1657747432044650498,,,"Ten-Day Special Offer!
Cultural Analysis Now! Alfred Lorenzer and the In-Depth Hermeneutics of Culture and Society https://t.co/pQ2Uz180BX #Amazon via @Amazon"
1657747462453440512,,,"🔴 TUNE IN [LIVE]: Join Dr. Maria and me at https://t.co/Zw8ZTpwz6c from 10 - 11 am ET every Sunday for our hit show, ""Uncovering the Truth.""

Sundays 10-11 am ET on @77WABCradio (Photo: @Mollie_Don) 🇺🇲 https://t.co/b11moorfpa"
1657747481134858244,,,@jmfamp @he_who_is_i_am @JackPosobiec You seem triggered. Here's more. https://t.co/LZWLNtDQY9
1657747489158561794,,,"Se deben ir todos ellos cómo llegaron,los q vienen deben decidir. https://t.co/hoCq5dObvh"
1657747501791715329,,,Happy Mother’s Day to all the mommas out there! 💗🫶🏻💐 #MothersDay2023 https://t.co/oN4NX7sDxh
1657747649238388736,,,🕙  CLON CLON CLON CLON CLON CLON CLON CLON CLON CLON
1657747671283650560,,,my bbygirl fr https://t.co/NgzWbNiUXa
1657747723641036804,,,Girly things https://t.co/CWHOOlFxd8
1657747727114018818,,,@FrancescaPuzo Good one!
1657747757099102209,,,I need HQ pics from the #RedRubyDaSleezeVideo thanks
1657747870282399744,,,Cleared: Closure on #LincolnTunnel EB from New Jersey Side to New York Side
1657748168283496454,,,Me on a date https://t.co/kMAUN9WNCS
1657748306938740743,,,Cleared: Construction on #M1Bus Both directions from Centre St/Broome St to Cleveland  Pl/Spring St
1657748306846515201,,,Cleared: Construction on #M1Bus Both directions from Centre St/Broome St to Cleveland  Pl/Spring St
1657748313834156035,,,Construction on #QLine Both directions from 96 St to Coney Island - Stillwell Av https://t.co/eSANWnw9xu
1657748313922326528,,,Construction on #QLine Both directions from 96 St to Coney Island - Stillwell Av https://t.co/6eNxwQigy0
1657748336076546049,,,Remember when i said princess Diana was the best song on “like…” and everyone disagreed. Clearly everyone except Nicki 🥰
1657748340715446272,,,@ACTBrigitte https://t.co/6ZJ785Y12g
1657748669968396293,,,@michaeldamian1 Happy Heavenly mother's day to Maria and mamida they are with you and me in spirit and they told me in a dream last night that your coming to visit me at Colin Powell soon 😁😍😌💖😘
1657748681032888326,,,@ScottPresler https://t.co/xZIQaKmW6H
1657748738473881602,,,Incident on #M11Bus SB from Columbus Av/W 84 St to Columbus Av/W 69 St https://t.co/18P3Vi4gj7
1657748739509952515,,,Incident on #M7Bus from Columbus Av/W 84 St to Columbus Av/W 69 St https://t.co/18P3Vi4gj7
1657748739321217024,,,Incident on #M7Bus from Columbus Av/W 84 St to Columbus Av/W 69 St https://t.co/PEmsW5NoNw
1657748738331344897,,,Incident on #M11Bus SB from Columbus Av/W 84 St to Columbus Av/W 69 St https://t.co/PEmsW5NoNw
1657748911392530433,,,"Richard has 0 tolerance for smut. 
It’s his group and needs to protect its integrity. 
Can post it here though. 
Let’s see what Curtis has to dialogue with. https://t.co/CfWptetZjI"
1657748938059923458,,,"@AzTheHammer I think he’ll come good in the 2nd season. Lacks concentration with his short passes sometimes, but it doesnt help having Soucek infront of you or Downes (who asked for the ball) and didn’t make a attempt to get closer to receive it."
1657748948948336640,,,"HEY!!!! STOP!!!!

happy sunday mother’s day and philly n3! hope everyone is having a nice weekend 🥰 https://t.co/9Nfo9zNU09"
1657748980070068230,,,"@Heroic_Triarii @DaiShihanEPK @Gz11606Blue Be hilarious if the ratings challenged CNN gave Tucker a show. I mean, Tucker’s fans don’t care what network he’s on, so long as he’s on"
1657749065256300545,,,"@SuperMadaOdyssy @konominato40 @anzu_uw @kai100kg 

ライブ・スペクタクル・ナルトのパフォーマンスも見ています!俳優たちは本当に素晴らしいショーを披露しました!

#JapanParade2023 #ジャパンパレード
 #NARUTO #ナルト https://t.co/DwRlUy9pn3"
1657749168671080449,,,"Me estoy por ir al aeropuerto, después de bajar 3 valijas por 3 pisos. Recen por mi que no tenga exceso de equipaje"
1657749268399022080,,,@HotGuyZone 😈 @TheGayGaston https://t.co/sBS9CSnA4E
1657749307712217088,,,I’m giving David Sedaris an extra star for “Happy-Go-Lucky” on Goodreads just because of this unexpected story about Serbia 😌🇷🇸 https://t.co/yA2hpxLYnF
1657749336812339202,,,Prada bag 🥹
1657749389610295296,,,@charles2323 @Jumpman23 Nice!  Happy Mothers Day!
1657749441942626304,,,"Later this week, I’ll be publishing the first crowd-sourced, AI generated podcast from whatever the top three comments are in /r/crowdcast — excited to hear the results!

Listen 🔗 https://t.co/FvAIjara1O https://t.co/MoOHXDPqzj"
1657749463979393024,,,@demente Queda re bien siempre que no te entre saquen pelo porque ahi se te infla
1657749568749010946,,,@BoarEdward @atrupar https://t.co/JXX12U14tF
1657749654484787201,,,One of us is watching yesterday’s shocking come-from-behind @Cardinals win vs the @RedSox. Gearing up for (dare I say it) a possible sweep tonight at Fenway Park. Go #StlCards! https://t.co/G1zJjzJvhr
1657749720050049027,,,"Ten Days Special Offer!
Cultural Analysis Now! Alfred Lorenzer and the In-Depth Hermeneutics of Culture and Society https://t.co/pQ2Uz180BX #Amazon via"
1657749748135215105,,,Feliz Día de las Madres a las que lo celebran hoy.
1657749754938359811,,,"J'ai été RT pas l'homme à tête de cheval 
😅 https://t.co/0QzTGY7slo"
1657749777335853057,,,"@asiqbueno Cambio este año la normativa, lo que dice la pag esta bien."
1657749821988515841,,,@toyaku Love you guy
1657750059503550467,,,Hairy Dad https://t.co/s09Gobn21h
1657750156186402817,,,"So je reprends la journée d'hier. 
Suite à la parade je suis allé à Central Park https://t.co/oqlXl90xj0"
1657750550161522689,,,@rasta_yisus tremendo trip ese.
1657750567790231555,,,@AdrianNaranjoP 😂👌🥵
1657750656646610946,,,Katz’s Deli je taková newyorská Kantýna! 👀 Pastrami tu mají úplně fantastický. https://t.co/oIek0nmCW4
1657750683074928640,,,"@DEMurray8 Wow. How jaded am I that I read that and thought, “77th St.? C’mon, that’s the 6, not the Q!” I obviously feel terrible for victims of violence, but your point about underground being a different world than 77th &amp; Lex. is a good one"
1657750736359260167,,,birders be like oh no they stole my camera setup &amp; posted a pic of a similar bird 😵
1657750738238337027,,,"it’s literally the same arguments from every photographic discipline: fashion, concert, commercial, film. 

setup (and even subject) only matters to a point: have a style, be indulgent, and shoot what/how you want. have a voice &amp; be confident in it."
1657750767837626371,,,"Mais j'avais 2 objectifs précis
Le 1er Bethesda Terrace https://t.co/GdLTHrvidp"
1657750800741834755,,,"Con mi café en mano, camino al parque central"
1657750808220299265,,,The driver KFS1433 parked illegally near 981 Columbus Ave on May 14. This is in Manhattan Community Board 07 #CB7Manhattan &amp; #NYPD24. #VisionZero https://t.co/x5f96Ek1Sc
1657750829472817154,,,"Happy Mother’s Day to all!!! 

Do you have a special tradition for it? https://t.co/6wPzul3ssZ"
1657750954928664584,,,"Wedding Guests 
@TheGayGaston @TheChicagoLuke https://t.co/pWtrlisKhI"
1657750991003942918,,,"@andremanzo obrigado pela informação e ajuda :)

neste caso acho que não vou recorrer ao sistema por enquanto. deixa a existência ser a punição pra ele."
1657751004941623298,,,The driver JJT9374 parked illegally near 982 Columbus Ave on May 14. This is in Manhattan Community Board 07 #CB7Manhattan &amp; #NYPD24. #VisionZero https://t.co/iYOu1nb8xG
1657751023367143424,,,"something something soles

happy Mother’s Day to all of your Mommy’s ❤️ https://t.co/Z2GqXlVEqp"
1657751035253850117,,,@TaureanReign Black supporting black criminals 🤣🤣🤣🤣 you’re just pathetic.
1657751044489719808,,,"@doxatuit Mañana, extraño la calma y moderación de Berlin"
1657751199230066688,,,The driver KPR2272 parked illegally near 984 Columbus Ave on May 14. This is in Manhattan Community Board 07 #CB7Manhattan &amp; #NYPD24. #VisionZero https://t.co/XMjoZnx91O
1657751230641307648,,,"Lifting up all Women today! 
A special shout out to @BobbiGibb 
Your fearless strength has push me through my life to do what was feared by many and overcome by the few. You are my constant reminder! 
Thank you. 🫶🏼

https://t.co/ARIz31vUPd https://t.co/HS6jYPB1H2"
1657751283971883008,,,@ZBlackcatZ So happy for you my love. You deserve! 🫶🏾
1657751331673612291,,,@demente Pero mejor asi no te aburrís! Capaz podes cortártelo y dejártelo crecer
1657751352456429569,,,@Repleata Lion's mane이라고 하더라구요 ㅎㅎㅎ
1657751411856404483,,,"Interested in a job in #NewYork, NY? This could be a great fit: https://t.co/jNCpnHjR9J #Education"
1657751437747666945,,,"How to Raise $89 Million in Small Donations — And Make It Disappear https://t.co/kqK2aFVnoM

A scam of incredible proportions."
1657751476125433856,,,@romeoagresti Juve free transfer? 👀
1657751558405120000,,,Parce que #Avengers et #JohnWick https://t.co/ae24guWW3Q
1657751561630625792,,,@AmiriKing @TaureanReign I am no longer holding myself. The moment a black racist homeless will start harassing me on the NY subway I’m fighting back. I am so tired of them yet the NY major is not doing anything about them.
1657751629771186176,,,"@soulosaint Literally I will throw up

https://t.co/32S86TARCG"
1657751710989680643,,,TGIF https://t.co/JyW4mdKQZ4
1657751718694666241,,,@SportGlobal_jp 有難うございます！お世話になりました！今後とも宜しくお願いします！
1657751730988146688,,,"@jusvan28 I think Rafa would beat him but it would be an epic match a 5 setter win for Rafa. Knowing Rafa how great of a fighter &amp; a warrior w/ a no die attitude he is he would fight for every point &amp; win it. Just like the epic match he had with prime Roger in Wimbledon ’08.
@RafaelNadal🐐 https://t.co/PboPULlhz0"
1657751728773648384,,,I’m ready to delete my Twitter and settle down w somebody’s daughter.
1657751767679991814,,,U.🤣😂😂😂 @AngelaSimmons @ellevarner @ShirleenAllicot @NessaJSimmons @chelseahandler @tim_cook @ChelseaClinton @ParisHilton @SouthPark @SouthParkPhone @Apple @NuttinButtAzz @NICKIMINAJ @Jai_Not_Nice @HERMusicx @rihanna @lizzo @iamcardib @CharlieMunger00 @cthagod @BillGates Ma G. https://t.co/SsS0DspUfJ
1657751799628005377,,,"Ayer cuando salí del teatro casi me peleo con una que flasheo avant premiere y diva mundial. Pretendía que le sacaras fotos a ella y a la amiga, le dije que no, me vino a romper las bolas para que me moviera porque salía en la foto. En los museos pasa lo mismo"
1657751857870041093,,,@waleswoosh GM wale can’t wait to read it!
1657751892145893376,,,"@POTUSZuckerberg @RudiFL22 @aaronAcarr He wasn't in danger. And yes, retreat to the other side of the car.

You don't kill people if you don't have to."
1657752063554494465,,,@xsnoopy05 GM Snoopy
1657752106038599681,,,"@AmiDror @AmirKochavi כל הכבוד , מילים כדורבנות❗️"
1657752169892683777,,,@hugosnft GM Hugo ☕️
1657752234271145984,,,@goldmembrrr GM Goldmember
1657752401938456576,,,#aiwars #debate https://t.co/zCr9qFjQpi
1657752409177767940,,,If u ever called me mommy im expecting that msg today
1657752412277317636,,,If i dont get a happy mommys day from lexi its over
1657752446448402435,,,"@EloinFirenze @Patop Si, tengo un salón cerca que tiene tipo aprendices. Pero bueno es la diferencia entre 90 o 120 dls mas propina nada más. *cries in Cerini*"
1657752488185831424,,,"@nazarenamedina Pero para vivir, Berlin"
1657752501028892672,,,@JPEGlaundering GM Fitz
1657752513381306368,,,"This job is now open at SS&amp;C Technologies in #NewYork, NY. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Associate Director, Tax (Private Equity) #PrivateEquity"
1657752531403980809,,,@adknovaa aww omg it’s okay i was equally as nervous. was cosplaying an extrovert all night 💁🏻‍♀️
1657752540258217985,,,@RealMamaEagle Especially Tobias
1657752539142541312,,,@dombeeef @Brock_Banks_ Mmm que rico https://t.co/20rDYjXpkD
1657752556687220743,,,@EloinFirenze @Patop Después lo gasto en una remera pero me da bronca jajaja
1657752560046940161,,,@77WABCradio Whats going on with the election in the Republic of Turkey?
1657752582532608006,,,@_LRSN GM Goodz
1657752636022484995,,,@_denisesalcedo Glad you spoke up. Shit like this has been normalized for way too long and I’m hoping it eventually stops. Sorry you had to go through that
1657752694008758273,,,@NerwenArtanis82 Your baby boy is all grown up and fierce 🤣
1657752709330526208,,,u kiss yr mamma with those emoji
1657752810442637313,,,talvez eu não deveria ter colocado os óculos no rosto depois de pegar eles da rachadura do chão num beco de ny. https://t.co/BlFAyMeQIp
1657752847331602433,,,Get Fit https://t.co/aQug2h5Afo
1657753151959695361,,,@butchbaccala Kid has 15AB for the season.
1657753175443615747,,,"Happy #MothersDay2023 from Middle Village, Queens https://t.co/5kc9c48EAv"
1657753193822953475,,,@YallLuvCris Blair Underwood https://t.co/KpTL7cgQa9
1657753246851649537,,,Central Park https://t.co/db5xXUrRgC
1657753322399363073,,,@butchbaccala @obannonJD Who is the “one player”???
1657753377776840705,,,@SarahLarchmont I can’t unsee this! 😔
1657753385855078400,,,@itskatsheet Kissy kissey
1657753519913418752,,,"@Patop Si, no debería. Las manos y otras cosas zafa porque es momentáneo pero ya me veo así: https://t.co/3H4mhQqA1B"
1657753531120492547,,,@wrldofwhorecrft Pls wash ur shorts I’m begging u
1657753532886392833,,,"i literally always weep at the Central Park benches, but coming across four in a row dedicated to mothers who aren’t here any more was a CRIMINAL against me"
1657753615178649604,,,"#ScenesOfQueens

Horizon New York City. Middle Village. https://t.co/bUWUdHcpDI"
1657753665342521348,,,https://t.co/SG0fykVpw3
1657753718308184065,,,Cos you've not met the right person. https://t.co/mjNmhIvXfc
1657753763044532226,,,How do I taste? https://t.co/WFgiTPBPDK
1657753768803332097,,,Check out all my videos with @BudHarrisonxxx at https://t.co/EzL8gCDAEb 🚨50% off today!🚨
1657753796540334082,,,finally found these https://t.co/6Q9TuYGgW1
1657753811199447040,,,Cleared: Incident on #BergenLine Both directions at Hoboken
1657753813996978183,,,Cleared: Incident on #CountyLine at Hoboken
1657753828484055043,,,"@NerwenArtanis82 Sending mom hug vibes from
NYC"
1657753843621416960,,,Gonna take two different women on the same date on back to back days. Whichever one I vibe w better is gonna be the one I marry.
1657754041206669314,,,"#ScenesOfQueens

School. Death. 

Middle Village. https://t.co/jB7LIQInOa"
1657754058046812160,,,Et j'y ai fait cette photo que je trouve joli https://t.co/wdOUo2ysXr
1657754111817707521,,,LG BOSTON 💚
1657754146550734849,,,"Happy Mother's Day to all the mothers, godmothers, grandmothers, step mothers, and soon-to-be mothers. Happy mother's day 💐🌸🌷🩷. Also, Happy heavenly mother's day to my mom in Heaven. I miss her so much, but ik she's in good hands. 
R.I.P. mom ❤️🙏🏼🕊️
 #MothersDay2023"
1657754337752358913,,,@vivalaStone @barstoolsports Ayyyyyy🔥🔥🔥 https://t.co/Wwh7hj1jp7
1657754405301542920,,,Incident on #GeorgeWashingtonBridge WB at 179th Street https://t.co/8HoZpmWKul
1657754405490270209,,,Incident on #GeorgeWashingtonBridge WB at 179th Street https://t.co/EdkIoGhvbu
1657754408287969280,,,J'y ai aussi cette photo que je trouve joli https://t.co/mOGWUTZ5FX
1657754499681755137,,,"Un peso 
J. Balvin ft Bad Bunny

Con el que te venías ya se fue…✌🏻

@badbunny_news 
@JBALVIN"
1657754499350405122,,,"#OTD in #NYCHistory, in 1959, #PresidentEisenhower presided over the groundbreaking for the construction of #LincolnCenterForThePerformingArts @LincolnCenter @LCTheater @LincolnCenterEd  @MetOpera https://t.co/JwK4t93SCW"
1657754585916755972,,,Happy Mother’s Day to the mom always ready for a great adventure—from the Philippines to France. ✈️ https://t.co/gnMK6iUfFZ
1657754655085015041,,,"LFG @Ayee_Tonn 🔥🔥🔥🦾
#DUUUVAL https://t.co/p3oURPypVW"
1657754692225466369,,,"Would you rather have a heavy meal or a decadent dessert? You can’t have both! 

I don’t know 😳😬🤔"
1657754794784706560,,,"Yesterday I was really sad for France, Austria, Chechia and Spainwho I thought were truly brilliant entries, ESPECIALLY the gorgeous @LaZarra_ and @teyandsalena my two favourites. But it was a fantastic night with a very deserved top 2. https://t.co/09gEyVXRu5"
1657754801042587654,,,"@TheFrogCEO @MehtabKarta Barely any, we don’t have the convenience of a daily pickup with USPS and our volume is too big to cart to the store (I know I can request it each day with ShipStation)

Only AK and HI pretty much. But good point!"
1657754809196326914,,,"Whether or not you are a mother,
happy Mother’s Day!"
1657754885620678661,,,Pour finir cette journée. Gros kif perso avec #TheLionKingTheMusical https://t.co/kxdveXSZWo
1657754901844307971,,,@wrldofwhorecrft ( I know I’m just being silly 🙈 )
1657754942810075136,,,@Zwxsh Yeah he is just like Rafa 14 times &amp; 14-0 in finals flawless but he doesn’t brag about it nor talk much about it &amp; he never underestimates his opponents he plays every single point like he’s broke and his life depends on it.
1657755059914956807,,,7 bp swings in 30 seconds against live arm. Why?
1657755126331846657,,,"who has the scoop on ""mushroom queens"" ousting the de rigueur smallhold as the mushroom vendor at the tompkins square farmers market"
1657755210586914817,,,"Bugün günlerden YEŞİL SOL PARTİ…..
@hdpdemirtas https://t.co/kiLW97dGf7"
1657755213493665792,,,@thenation He’s a man and always a man. Do better nation!!
1657755292879265793,,,"""But #NuclearEnergy is the best known form of Carbon Free energy production known to mankind... so i'm embracing Nuclear Energy too and calling the other side's bluff"" @VivekGRamaswamy SPEAKS THE TRUTH! Welcome ZEUS &amp; ODIN - Our Advanced Portable Micro Reactors @HALEUFuel ⚛️⚡️🇺🇸 https://t.co/Z8pv0290CN"
1657755334918782976,,,"RHP Zack Littell will officially report today. To make room on the active roster, the Rays have designated RHP Javy Guerra for assignment."
1657755372117975040,,,BFFR 😐
1657755498605584385,,,my rich ancestor by Tevin Cool Beats https://t.co/zPfJh3yhtZ
1657755534722777090,,,@Angoni_Black The Jitas is the right sentiment. You lot are problematic. 😂
1657755571704020994,,,"i forgot to do my T yesterday so i just doubled my dose today lmao, i’m gonna be so sweaty"
1657755591253557249,,,The driver JCY5630 parked illegally near 333 E 14th St on May 14. This is in Manhattan Community Board 06 #cbsix &amp; #NYPD13. #VisionZero https://t.co/FqXkmMuOUD
1657760247107256321,,,ホールフーズって犬とか連れて入っちゃいけないし、入り口にデカデカと書いてあるんだけど普通に無視なのウケる。
1657760251825856512,,,Demons? Goblins? Pre-Columbian Mound Builders? https://t.co/CIY7k1ihzs
1657760277436276737,,,"Bu seçim sonuçlarının Cumhuriyetimizin 100. yıl dönümünün layıkıyla kutlanmasına vesile olmasını temenni ederim

I hope that these election results will be instrumental in the proper celebration of the 100th anniversary of our Republic.

🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷"
1657760350165450753,,,"@WonderBeast_ GM Beast, have a great day fam!"
1657760402128683008,,,"@Dolceboi99 GM Dolce, have a great day!"
1657760475893972997,,,Maybe he got a license idk cause this nigga retarded https://t.co/lopPp8Xnuj
1657760481828823042,,,"I woke up, read about what happened, and cringed so hard that I nearly died. #pusb football fans make me wretch sometimes. https://t.co/yKmNFdAz6G"
1657760532185718784,,,"@FightMate Where are all the black people protesting for the guy in red ?? If it’s not white and black it doesn’t fit your agenda, right?"
1657760603975438338,,,@NuttinButtAzz @NuttsRenee @lust4lena https://t.co/4cjyqZLkeu
1657760759974068226,,,"@ByeonChansoo @MartinViecha @MatthewDR @elonmusk @Tesla @WholeMarsBlog I’m not following that close, but I think he’s a +1. He’s a shareholder anyways, but I still can see a conflict as he has a (good) YouTube channel. So who’s attending: Matt the shareholder or Matt the influencer?"
1657760930359279618,,,@EndWokeness George Floyd was a criminal. He deserved to die. Same as Jordan Neely. I stand with Daniel Penny. #IStandWithDanielPenny
1657761088383983617,,,@GenGen15N How the hell you gonna give that baby a real knife  @iamcardib https://t.co/bz7cx4U85h
1657761143325089792,,,"Picnic on Central Park (@ Central Park in New York, NY) https://t.co/MIxoqu0bCb https://t.co/nKxiFomAQV"
1657761165223636994,,,Incident on #GeorgeWashingtonBridge EB at New York Side https://t.co/2nFk7o0wfM
1657761165538099200,,,Incident on #GeorgeWashingtonBridge EB at New York Side https://t.co/eUMJwlBubu
1657761167790559234,,,@lisa_liberal Happy birthday 🎈😻🎊
1657761226686885888,,,@daddysinnpromo @NuttinButtAzz @CreamLatifah @icespicee_ #srry 🥺 https://t.co/AKB64J7NFJ
1657761233720705024,,,@as_a_worker https://t.co/y5yi8dK91D
1657761249587871744,,,BITE Me! …A KID called Magic is back home in NYC &amp; decided to spread some mystery. He’s back home to touch concrete! @Rafsby @Arben #akidcalledbeast #bagmi #ilovenyc #nftart #nft https://t.co/3dm7B7zrHx
1657761268835524608,,,"💗🥰💗🥰

May 14 Sunday Specials: 

60-Min Swedish Massage-$115, Botinol Facial-$145, Seaweed Wrap-$125, Spa Pedicure-$65, Micro Treatment-$75, Shellac Manicure-$40 

📲Call or text to book at 212-206-1572 https://t.co/P7wUVzW5Df"
1657761305808322560,,,"3-2 day with 3 voided bets yesterday for an even day

3 plays and a POD today:
NYY/TB o8.5
EDM/VGK o6.5
Rangers ML

Arozarena/Bryan Reynolds/Alvarez to record a hit (+180)

8-4 on our parlays of the day time to get back in the winning column

#sportsbettor #gamblingtwitter"
1657761332140154881,,,Happy Mother's Day to all.... from our contingent in New York! https://t.co/WyoeYFMMSA
1657761386473172993,,,@TomthunkitsMind He did and Pence is too wimpy to admit completely how he was treated by trump. This is conjecture on my part but that’s the way I see it.
1657761502365990912,,,https://t.co/oH6aZlYAT7 https://t.co/XRH24iGPt5
1657761548759080960,,,@jhope_charts Right? Ugh 🙄
1657761563715985408,,,@kirstin_62 I’ll die for you … 😫😩 baby I’ll die for youuuu 🤩😂🤣😅🥲🙃 https://t.co/ZLIES2mofZ
1657761587778797569,,,I keep looking at this Gucci jacket.. it looks so much like a Vanson Jacket. Lowkey jealous of this 9 year old 🤣🤣🤣🤣
1657761598172176389,,,"Hoy es un día para celebrar tu increíble amor, fuerza y dedicación, Madre. Eres el corazón y el alma de nuestra familia, la que da amor incondicional y la que hace que todo sea posible. Que cada día esté lleno de amor, risas y toda la alegría que te mereces.

¡Gracias por todo! https://t.co/kvJH7sQ2i7"
1657761623749033984,,,George Floyd was and always going to be a criminal. Daniel Penny is a hero. A hero that defended his country and defended people on the train by a black criminal mentally ill man. #IStandWithDanielPenny #justiceforDanielPenny https://t.co/4AxROVPExq
1657761639213551616,,,"I'm at @CentralParkNyc in New York, NY https://t.co/w0ZR7BPAVW"
1657761659073490945,,,@gary_stroud74 @TomthunkitsMind https://t.co/KxBHLBvZ6b
1657761735581876226,,,Updated: Incident on #GeorgeWashingtonBridge EB at New Jersey Side Toll Plaza https://t.co/Rw6vQBwiFp
1657761736517189640,,,Updated: Incident on #GeorgeWashingtonBridge EB at New Jersey Side Toll Plaza https://t.co/IKjiPuXWuM
1657761926942695424,,,Feliz día a mi preciosa.@magdalenita5 #MotherDay https://t.co/rBhaubZiR1
1657762031166976003,,,@Underrated_Dom @EndWokeness You’re the racist mate. You can’t even recognize the criminals among your race. Instead you’re defending them. This makes your a racist criminal.
1657762057104809984,,,@kiki_postscript 築100年の高層ビルがゴロゴロしてるのがまた
1657762099508985858,,,C'mon Derry! #UlsterFinal https://t.co/yEn6pK7gir
1657762116621721600,,,@Morbidful Worst day of my life..
1657762145881161728,,,"The fact that its creeps out here really stealing these women content , acting like them &amp; robbing ppl for their hard earned coins is SICKK 😤 Ya gotta get it together seek therapy. Fr. Cause us hard working , grinding content creators don’t need that bad name on niggas resumes!"
1657762188356984834,,,"Gm Gm!

I 🖤 NYC https://t.co/UdrqUPKKu8"
1657762229628948481,,,@cuneytkaseler @netflixturkiye Seçim tahmini alalım 🤔☺️😀
1657762242413178880,,,@LouisPeitzman @offbeatorbit deNiro for me.
1657762249849577472,,,"Happy Mother Day!!!

❤️❤️❤️❤️ https://t.co/wMYD1E5d9T"
1657762298335838209,,,"𝑰 𝒍𝒊𝒌𝒆 𝒕𝒐 𝒍𝒐𝒐𝒌 𝒂𝒕 𝒕𝒉𝒆 𝒔𝒌𝒚,𝒕𝒉𝒊𝒏𝒌 𝒐𝒇 𝒚𝒐𝒖, 𝒍𝒐𝒐𝒌 𝒅𝒐𝒘𝒏 𝒂𝒏𝒅 𝒔𝒎𝒊𝒍𝒆, 𝒄𝒍𝒐𝒔𝒆 𝒎𝒚 𝒆𝒚𝒆𝒔  𝒂𝒏𝒅 𝒊𝒎𝒂𝒈𝒊𝒏𝒆 𝒕𝒉𝒂𝒕 𝒚𝒐𝒖 𝒂𝒓𝒆 𝒉𝒆𝒓𝒆 ...𝑯𝒂𝒑𝒑𝒚 𝒅𝒂𝒚 𝑴𝒐𝒎 𝑰 𝒔𝒆𝒏𝒅 𝒚𝒐𝒖  𝒍𝒐𝒕𝒔 𝒐𝒇 𝒌𝒊𝒔𝒔𝒆𝒔 𝑰 𝒎𝒊𝒔𝒔 𝒚𝒐𝒖. https://t.co/uFbBJgDZSv"
1657762336717905920,,,"You think kids do not want to #bikeNYC? 

You only need to come across one of @bikenewyork Bike Skills 101 Learn to Ride class for kids to be proven wrong‼️
https://t.co/NiN127cHfN

Thanks @bikenewyork for the great work 🤩. https://t.co/C2l4djQBAG"
1657762369727090688,,,I lost my health and life due to Agent Orange 🍊 I’ll due everything possible to keep him out. https://t.co/DMgRUO46iy
1657762428447346689,,,@denisemustafa @MochilinhaG @elisaaraujo @ogabeaquele @LuBetenson @pbicudo @mawa Vai pro fim da fila… 😉
1657762469102903298,,,@Ludivin00185128 🤗🤗😘
1657762598152986624,,,"@JKernerOT @VigilantFox It wasn’t done just for money. Killing people is also part of their plan. Whether you die or become a lifelong patient dependent on pharma drugs, it’s a win win for them."
1657762681980346368,,,@dumbbitchcap @dumbbanditcap I think we need to discuss the insanity of you talking to yourself as a dog from an anon account on the podcast. Call u later lol.
1657762693103616000,,,@fancynancy0301 @phoebibillyhill @lTBOYK00 Cool. Didn't know that. Thanks for letting me know. Still learning
1657762754315288576,,,🕚  CLON CLON CLON CLON CLON CLON CLON CLON CLON CLON CLON
1657762780307673089,,,"@aruseee チカムー！！！
シゲムinニューヨークだよ！！ https://t.co/nByxDy8gNE"
1657762822112047106,,,@MCNPPuzzleGuy What a sweetie!
1657762835319980033,,,"Literally, it’s so bad https://t.co/MpenXRBgWQ"
1657762843519774721,,,"Happy Mother's Day!💗 We are open till 9pm today and would be happy to accommodate you and offer 15% off on any service!🥰

📲Call or text us to book at (212)206-1572 https://t.co/hfkY2SZggk"
1657762931335888897,,,Now we know why it’s called SCENE!!!  I would love to see the concert as a stage show too… 👀👀
1657762955583168512,,,@cgrs27 @gonzalez_aruben @kpininimemes A pero cuando ganan es por lebron.. pero cuando pierden es por el equipo !😂😂 con guitarra o con violín? Decidete 😂😂
1657762962583502849,,,C'mon Derry! #UlsterFinal https://t.co/HKsWhEXhdl
1657762991222276102,,,Going to Brooklyn today https://t.co/yj2wEGL5bF
1657763013724717061,,,"@joyrsingh ka sasural team se sikho jitna 
@SnySanjay 

#KKRvsCSK"
1657763033354059776,,,"Gm Gm!

“Panic Stay Busy” https://t.co/u70z8PGnM6"
1657763091013148672,,,@bfafleck How dare they? On HER street.
1657763090987900928,,,🔴 M251 Giveaway Update 🔴 https://t.co/5O29YvvA0o
1657763123489824769,,,@tadano_ryu それだ
1657763181522034691,,,@HoosenHiesen @MajToure999 @FryBothWings “These animals” referred to gang members terrorizing the Black community — which is why the Congressional Black Caucus supported the bill!
1657763182352510979,,,Come on @GMacHoops !    You can do better than this.  😒 https://t.co/hVpWjYdmxS
1657763180548964353,,,"@BrownstonePaFa edge water really needs better management and system for seating guests.. equals better turn around on patrons. 

Ok that was my woosah for the day 

Cofee https://t.co/PTh1dX1DBj"
1657763216380907522,,,@EndWokeness George Floyd’s sued Kanye West for $200 millions. What does it tell me about this family ? That they never carried about their criminal brother/ baby daddy who went into a deli store with a fake $20 bill to buy who knows what. It’s all about money  for them. I hope they all burn…
1657763267731652612,,,Honorable Mentions from IG https://t.co/yujKJzoepg
1657763276594331649,,,Honorable Mentions from Twitter https://t.co/dUuNsGERBj
1657763281916899329,,,and the winner is…
